Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation
36.0,1,28.0,3,4.0,3.0,3.0,1,3,0,2.0,22692.0,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
36.0,1,9.0,1,3.0,4.0,5.0,0,4,1,0.0,17088.0,Company Invited,Small Business,Male,Basic,Single,Executive
36.0,1,11.0,3,5.0,3.0,3.0,0,1,1,2.0,21054.0,Company Invited,Salaried,Male,Basic,Married,Executive
55.0,1,8.0,3,3.0,4.0,4.0,0,1,0,1.0,25976.0,Company Invited,Salaried,Male,Standard,Married,Senior Manager
47.0,1,25.0,3,4.0,3.0,4.0,0,5,0,1.0,23488.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
37.0,3,9.0,4,4.0,3.0,5.0,1,3,0,1.0,21322.0,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
33.0,1,9.0,4,4.0,4.0,3.0,0,4,0,2.0,21048.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
25.0,1,24.0,3,5.0,3.0,3.0,0,3,0,1.0,23055.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
35.0,1,14.0,4,6.0,3.0,3.0,1,5,1,2.0,24752.0,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
30.0,2,13.0,3,5.0,4.0,3.0,0,3,1,2.0,21482.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
31.0,3,11.0,2,3.0,4.0,2.0,0,3,0,1.0,17789.0,Company Invited,Small Business,Female,Basic,Married,Executive
40.0,1,16.0,4,4.0,4.0,2.0,0,1,1,1.0,25460.0,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
25.0,1,24.0,4,4.0,4.0,3.0,0,1,1,3.0,20888.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
48.0,3,10.0,3,4.0,3.0,2.0,1,5,1,2.0,32448.0,Company Invited,Small Business,Female,Super Deluxe,Married,AVP
54.0,3,31.0,4,4.0,5.0,8.0,1,3,1,3.0,29126.0,Self Enquiry,Salaried,Male,Standard,Single,Senior Manager
45.0,1,15.0,2,3.0,4.0,1.0,0,4,1,0.0,17348.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
40.0,3,10.0,3,4.0,3.0,6.0,1,4,1,2.0,23916.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
53.0,1,6.0,2,4.0,3.0,5.0,1,1,0,0.0,27965.0,Company Invited,Small Business,Female,Super Deluxe,Married,AVP
36.0,1,13.0,4,4.0,3.0,2.0,1,3,1,2.0,22184.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
29.0,1,35.0,3,5.0,3.0,1.0,0,5,1,2.0,21384.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
40.0,3,32.0,3,3.0,5.0,2.0,0,2,1,1.0,23396.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
35.0,1,17.0,3,4.0,3.0,3.0,1,3,1,1.0,22493.0,Company Invited,Small Business,Male,Basic,Married,Executive
41.0,3,8.0,2,3.0,4.0,2.0,0,3,1,0.0,31015.0,Self Enquiry,Salaried,Male,Super Deluxe,Single,AVP
46.0,3,8.0,3,3.0,3.0,5.0,1,3,0,2.0,25368.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
43.0,1,7.0,4,4.0,5.0,5.0,0,3,1,2.0,21254.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
24.0,1,33.0,3,4.0,3.0,3.0,0,2,1,2.0,21582.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
54.0,3,13.0,3,4.0,3.0,4.0,1,5,0,2.0,20984.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
27.0,3,14.0,2,3.0,4.0,2.0,0,2,0,0.0,21214.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
29.0,1,29.0,2,3.0,3.0,1.0,0,3,0,0.0,17201.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
26.0,3,6.0,2,3.0,3.0,2.0,0,5,0,1.0,20296.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
27.0,1,7.0,3,4.0,4.0,3.0,0,5,0,2.0,25075.0,Company Invited,Salaried,Female,Deluxe,Married,Manager
38.0,1,9.0,2,3.0,3.0,4.0,0,3,1,1.0,17821.0,Company Invited,Salaried,Male,Basic,Divorced,Executive
57.0,1,6.0,3,1.0,3.0,1.0,0,3,1,2.0,19900.0,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
35.0,3,9.0,3,4.0,3.0,3.0,0,5,0,2.0,24952.0,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
39.0,1,9.0,3,4.0,3.0,2.0,0,1,1,2.0,25231.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
51.0,1,9.0,3,3.0,4.0,4.0,0,5,0,1.0,28734.0,Self Enquiry,Small Business,Female,Super Deluxe,Single,AVP
51.0,1,17.0,4,5.0,3.0,8.0,0,5,1,2.0,29174.0,Self Enquiry,Large Business,Male,Standard,Single,Senior Manager
29.0,3,11.0,3,4.0,3.0,3.0,0,1,0,1.0,22899.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
29.0,1,21.0,3,5.0,3.0,1.0,1,5,1,1.0,17168.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
31.0,3,11.0,3,3.0,3.0,2.0,0,1,0,2.0,20476.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
50.0,3,14.0,2,3.0,3.0,4.0,1,5,1,0.0,21796.0,Company Invited,Large Business,Male,Deluxe,Divorced,Manager
31.0,1,16.0,3,5.0,3.0,3.0,0,4,1,2.0,20884.0,Self Enquiry,Small Business,Male,Basic,Single,Executive
33.0,1,9.0,3,4.0,4.0,6.0,0,4,1,2.0,23561.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
26.0,1,31.0,2,5.0,3.0,2.0,0,1,0,0.0,17293.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
33.0,3,22.0,3,3.0,5.0,6.0,0,3,1,0.0,20324.0,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
36.0,1,8.0,3,3.0,3.0,5.0,0,5,1,0.0,17543.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
33.0,1,7.0,3,4.0,3.0,3.0,1,4,1,2.0,24840.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
27.0,1,23.0,2,3.0,4.0,1.0,1,4,1,0.0,18058.0,Self Enquiry,Large Business,Male,Basic,Divorced,Executive
35.0,1,13.0,3,5.0,4.0,8.0,0,3,0,2.0,23183.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
57.0,1,6.0,2,3.0,3.0,3.0,0,3,0,1.0,21755.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
47.0,3,17.0,4,5.0,3.0,4.0,1,1,0,1.0,27749.0,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
38.0,1,29.0,2,3.0,3.0,1.0,0,3,0,1.0,20745.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
37.0,1,10.0,3,4.0,4.0,3.0,0,3,0,2.0,22370.0,Company Invited,Large Business,Male,Basic,Married,Executive
35.0,1,9.0,3,5.0,5.0,8.0,0,4,0,2.0,24635.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
58.0,1,8.0,3,4.0,3.0,1.0,0,5,0,0.0,17372.0,Self Enquiry,Large Business,Female,Standard,Married,Senior Manager
46.0,3,9.0,2,3.0,4.0,1.0,0,4,1,0.0,31606.0,Self Enquiry,Salaried,Female,Super Deluxe,Divorced,AVP
42.0,3,18.0,2,3.0,5.0,1.0,1,5,1,1.0,28758.0,Company Invited,Salaried,Male,Super Deluxe,Single,AVP
45.0,1,31.0,3,6.0,3.0,4.0,0,3,0,1.0,22386.0,Company Invited,Small Business,Male,Basic,Unmarried,Executive
32.0,3,6.0,2,3.0,3.0,2.0,0,5,1,0.0,25422.0,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
22.0,1,25.0,4,4.0,3.0,3.0,0,3,1,3.0,21371.0,Self Enquiry,Salaried,Female,Basic,Unmarried,Executive
35.0,1,10.0,2,4.0,3.0,2.0,0,1,1,1.0,17376.0,Company Invited,Salaried,Male,Basic,Married,Executive
44.0,1,16.0,3,3.0,3.0,2.0,1,3,1,2.0,17936.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
33.0,1,6.0,3,3.0,3.0,2.0,1,2,1,0.0,28458.0,Company Invited,Salaried,Female,Standard,Unmarried,Senior Manager
44.0,1,8.0,3,1.0,3.0,2.0,0,4,1,2.0,17011.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
47.0,1,28.0,4,4.0,4.0,6.0,0,3,1,3.0,27604.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
40.0,2,9.0,3,5.0,3.0,2.0,0,3,0,1.0,23882.0,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
43.0,1,10.0,4,2.0,3.0,4.0,1,5,0,1.0,23909.0,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
34.0,3,6.0,3,1.0,3.0,1.0,0,5,1,2.0,24725.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
40.0,1,16.0,4,4.0,4.0,22.0,0,2,1,1.0,25460.0,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
37.0,1,25.0,2,3.0,3.0,4.0,0,1,0,0.0,20768.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
32.0,3,12.0,4,4.0,3.0,3.0,0,1,0,3.0,24154.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
36.0,1,14.0,3,4.0,3.0,5.0,0,3,0,2.0,28899.0,Self Enquiry,Salaried,Male,Standard,Single,Senior Manager
39.0,1,10.0,3,4.0,3.0,5.0,0,3,1,1.0,21499.0,Company Invited,Salaried,Male,Basic,Married,Executive
37.0,1,6.0,1,3.0,3.0,3.0,1,3,0,0.0,28603.0,Company Invited,Small Business,Female,Standard,Married,Senior Manager
29.0,1,26.0,4,5.0,5.0,3.0,0,3,1,2.0,21874.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
43.0,1,9.0,3,5.0,5.0,2.0,1,4,1,2.0,21271.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
39.0,1,11.0,3,4.0,3.0,2.0,0,5,0,1.0,21984.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
32.0,3,11.0,2,3.0,4.0,2.0,0,3,1,1.0,21524.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
28.0,3,6.0,3,3.0,3.0,4.0,0,3,1,0.0,17909.0,Company Invited,Large Business,Male,Basic,Divorced,Executive
48.0,1,26.0,2,3.0,3.0,5.0,0,2,0,0.0,17259.0,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
35.0,3,34.0,3,4.0,3.0,1.0,0,4,1,2.0,17430.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
31.0,3,17.0,4,5.0,3.0,3.0,0,1,0,2.0,25256.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
40.0,3,31.0,2,4.0,4.0,3.0,1,5,0,1.0,24094.0,Self Enquiry,Small Business,Male,Standard,Unmarried,Senior Manager
25.0,1,16.0,3,5.0,4.0,3.0,0,5,0,2.0,21372.0,Company Invited,Salaried,Male,Basic,Married,Executive
49.0,3,36.0,4,4.0,3.0,5.0,0,4,0,1.0,31182.0,Self Enquiry,Small Business,Female,Standard,Divorced,Senior Manager
42.0,3,16.0,4,4.0,3.0,5.0,1,2,0,2.0,26867.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
42.0,3,17.0,3,6.0,4.0,3.0,0,1,1,1.0,24829.0,Company Invited,Small Business,Male,Deluxe,Unmarried,Manager
21.0,1,6.0,3,4.0,4.0,2.0,1,5,0,2.0,17070.0,Self Enquiry,Large Business,Female,Basic,Single,Executive
45.0,3,7.0,3,4.0,5.0,2.0,0,4,1,2.0,33061.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
36.0,1,35.0,3,2.0,3.0,3.0,0,5,1,1.0,22085.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
39.0,1,18.0,3,3.0,4.0,5.0,0,3,1,1.0,20295.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
31.0,3,16.0,2,3.0,3.0,3.0,1,1,0,0.0,21583.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
38.0,1,6.0,2,3.0,3.0,5.0,1,2,0,1.0,22861.0,Self Enquiry,Salaried,Female,Standard,Unmarried,Senior Manager
52.0,1,6.0,3,3.0,3.0,3.0,0,2,1,1.0,32099.0,Self Enquiry,Salaried,Male,Super Deluxe,Divorced,AVP
33.0,1,6.0,3,3.0,3.0,2.0,1,1,1,0.0,28458.0,Company Invited,Salaried,Female,Standard,Unmarried,Senior Manager
21.0,1,6.0,3,4.0,4.0,2.0,1,5,1,1.0,17070.0,Self Enquiry,Large Business,Female,Basic,Single,Executive
33.0,1,8.0,2,3.0,3.0,1.0,0,3,0,1.0,17500.0,Self Enquiry,Salaried,Male,Basic,Single,Executive
33.0,1,9.0,3,4.0,3.0,6.0,1,5,1,2.0,23676.0,Company Invited,Salaried,Female,Deluxe,Unmarried,Manager
23.0,1,12.0,3,3.0,4.0,3.0,1,4,0,1.0,21006.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
36.0,1,32.0,4,5.0,4.0,5.0,0,3,1,2.0,29581.0,Self Enquiry,Large Business,Male,Standard,Divorced,Senior Manager
51.0,3,32.0,3,3.0,3.0,3.0,0,3,0,1.0,31307.0,Self Enquiry,Small Business,Female,Super Deluxe,Divorced,AVP
23.0,1,10.0,3,5.0,3.0,2.0,1,3,0,2.0,21531.0,Company Invited,Salaried,Male,Basic,Married,Executive
40.0,3,8.0,2,3.0,4.0,1.0,0,2,0,1.0,20715.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
41.0,1,8.0,2,5.0,3.0,5.0,1,3,0,0.0,17778.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
43.0,1,12.0,4,4.0,3.0,6.0,0,3,1,1.0,20771.0,Company Invited,Salaried,Male,Basic,Divorced,Executive
46.0,1,27.0,4,4.0,3.0,2.0,1,3,0,1.0,32174.0,Self Enquiry,Small Business,Male,Super Deluxe,Divorced,AVP
34.0,1,28.0,2,4.0,3.0,2.0,1,1,1,0.0,20747.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
30.0,3,10.0,3,4.0,4.0,2.0,1,3,1,0.0,20209.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
44.0,1,30.0,2,3.0,3.0,4.0,1,5,0,1.0,18161.0,Company Invited,Salaried,Male,Basic,Married,Executive
39.0,1,24.0,4,5.0,3.0,2.0,0,2,0,3.0,27501.0,Self Enquiry,Salaried,Female,Standard,Divorced,Senior Manager
51.0,1,9.0,2,3.0,3.0,3.0,0,4,1,1.0,28116.0,Self Enquiry,Large Business,Female,Standard,Married,Senior Manager
29.0,1,7.0,4,6.0,4.0,2.0,1,1,1,3.0,20894.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
32.0,1,10.0,4,4.0,3.0,2.0,0,4,1,3.0,32353.0,Company Invited,Small Business,Male,Standard,Married,Senior Manager
57.0,1,15.0,4,4.0,5.0,6.0,1,4,1,2.0,22935.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
28.0,3,19.0,2,3.0,3.0,4.0,1,5,1,1.0,24854.0,Self Enquiry,Small Business,Female,Deluxe,Unmarried,Manager
20.0,3,8.0,2,3.0,3.0,2.0,0,4,0,0.0,17783.0,Self Enquiry,Small Business,Female,Basic,Single,Executive
34.0,1,28.0,4,2.0,4.0,3.0,0,1,1,2.0,20706.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
40.0,1,9.0,4,4.0,3.0,2.0,0,1,1,3.0,29616.0,Company Invited,Large Business,Female,Standard,Single,Senior Manager
27.0,1,9.0,3,2.0,3.0,3.0,0,3,1,2.0,24150.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
31.0,1,21.0,3,3.0,3.0,2.0,0,4,1,0.0,17610.0,Company Invited,Small Business,Male,Basic,Married,Executive
44.0,1,9.0,2,3.0,3.0,5.0,1,2,1,0.0,34513.0,Self Enquiry,Salaried,Male,King,Divorced,VP
43.0,1,16.0,4,5.0,3.0,2.0,0,1,1,2.0,38291.0,Self Enquiry,Salaried,Male,King,Single,VP
37.0,1,10.0,2,3.0,3.0,1.0,1,5,1,1.0,17996.0,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
27.0,3,35.0,4,4.0,4.0,3.0,0,3,1,1.0,24950.0,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
31.0,1,15.0,2,4.0,5.0,1.0,1,3,0,1.0,17321.0,Company Invited,Small Business,Male,Basic,Single,Executive
47.0,1,14.0,2,4.0,3.0,4.0,0,5,0,1.0,23936.0,Company Invited,Small Business,Female,Deluxe,Divorced,Manager
32.0,1,11.0,4,2.0,3.0,2.0,0,5,1,3.0,22656.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
56.0,1,15.0,3,4.0,3.0,4.0,1,3,1,2.0,33434.0,Self Enquiry,Small Business,Female,Super Deluxe,Married,AVP
46.0,3,9.0,4,4.0,4.0,2.0,0,5,1,1.0,23483.0,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
35.0,3,15.0,4,2.0,3.0,3.0,0,1,0,3.0,25477.0,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
32.0,3,9.0,4,4.0,3.0,6.0,1,5,1,2.0,25260.0,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
37.0,1,10.0,2,4.0,4.0,6.0,0,4,1,1.0,20766.0,Company Invited,Small Business,Male,Basic,Single,Executive
33.0,3,11.0,3,4.0,4.0,4.0,0,3,1,2.0,22609.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
33.0,3,14.0,2,4.0,3.0,1.0,0,2,1,1.0,17342.0,Company Invited,Salaried,Female,Basic,Single,Executive
34.0,3,6.0,3,4.0,3.0,2.0,1,1,1,1.0,22083.0,Self Enquiry,Large Business,Male,Standard,Divorced,Senior Manager
53.0,1,9.0,2,3.0,3.0,4.0,1,5,1,0.0,32584.0,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
28.0,1,9.0,3,4.0,3.0,2.0,0,5,1,1.0,22905.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
29.0,1,12.0,3,4.0,3.0,3.0,1,2,1,1.0,22119.0,Self Enquiry,Large Business,Male,Basic,Unmarried,Executive
36.0,1,12.0,2,1.0,3.0,4.0,0,1,0,0.0,18038.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
27.0,1,10.0,2,1.0,4.0,2.0,1,4,1,0.0,21142.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
39.0,1,17.0,4,4.0,3.0,5.0,0,3,1,3.0,28502.0,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
36.0,1,9.0,3,4.0,4.0,7.0,0,1,0,1.0,23103.0,Company Invited,Small Business,Female,Deluxe,Unmarried,Manager
20.0,1,10.0,4,4.0,4.0,3.0,0,3,1,3.0,20161.0,Self Enquiry,Small Business,Female,Basic,Single,Executive
44.0,2,6.0,2,4.0,3.0,5.0,0,5,1,1.0,20985.0,Self Enquiry,Salaried,Female,Deluxe,Single,Manager
42.0,2,14.0,3,4.0,3.0,7.0,0,5,1,1.0,32861.0,Company Invited,Salaried,Female,Basic,Married,Executive
36.0,1,16.0,2,3.0,5.0,1.0,1,5,1,1.0,23321.0,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
21.0,3,24.0,3,3.0,3.0,1.0,1,5,0,1.0,17625.0,Company Invited,Small Business,Female,Deluxe,Married,Manager
44.0,1,9.0,4,2.0,3.0,3.0,0,1,1,3.0,21323.0,Self Enquiry,Small Business,Female,Basic,Married,Executive
28.0,3,9.0,3,4.0,5.0,2.0,0,5,1,2.0,21719.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
37.0,1,6.0,2,3.0,3.0,2.0,0,2,1,1.0,17115.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
35.0,3,24.0,3,3.0,5.0,2.0,0,4,1,0.0,24069.0,Company Invited,Salaried,Male,Standard,Divorced,Senior Manager
36.0,1,18.0,4,5.0,5.0,4.0,1,5,1,2.0,28562.0,Company Invited,Small Business,Male,Standard,Divorced,Senior Manager
34.0,1,16.0,2,3.0,4.0,2.0,0,1,1,1.0,17008.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
44.0,3,9.0,4,4.0,3.0,3.0,1,3,0,1.0,26525.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
26.0,2,31.0,3,3.0,3.0,2.0,0,4,1,0.0,17942.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
36.0,3,35.0,4,5.0,3.0,2.0,0,4,1,3.0,21108.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
46.0,3,8.0,2,3.0,5.0,4.0,0,2,0,1.0,33947.0,Self Enquiry,Small Business,Female,King,Single,VP
28.0,1,6.0,3,5.0,4.0,1.0,1,1,1,2.0,17216.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
49.0,3,8.0,3,4.0,4.0,3.0,0,3,1,2.0,20390.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
27.0,1,7.0,3,4.0,4.0,3.0,0,5,1,2.0,25075.0,Company Invited,Salaried,Female,Deluxe,Married,Manager
30.0,3,17.0,3,4.0,4.0,3.0,0,2,0,2.0,20975.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
27.0,1,22.0,2,3.0,4.0,1.0,0,1,1,0.0,17811.0,Self Enquiry,Large Business,Female,Basic,Married,Executive
35.0,1,29.0,3,5.0,3.0,3.0,1,1,1,1.0,24425.0,Company Invited,Salaried,Male,Deluxe,Married,Manager
22.0,1,11.0,2,1.0,4.0,2.0,1,4,1,0.0,17328.0,Self Enquiry,Salaried,Male,Basic,Married,Executive
35.0,1,27.0,3,2.0,3.0,2.0,0,1,1,1.0,21263.0,Self Enquiry,Large Business,Female,Basic,Divorced,Executive
36.0,1,29.0,4,3.0,4.0,2.0,0,5,1,2.0,30674.0,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
58.0,1,21.0,2,3.0,3.0,3.0,1,1,1,0.0,30787.0,Company Invited,Salaried,Male,Super Deluxe,Married,AVP
27.0,2,32.0,4,4.0,3.0,3.0,0,4,1,1.0,21620.0,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
33.0,1,9.0,3,4.0,4.0,2.0,0,4,0,2.0,24148.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
38.0,3,13.0,2,1.0,5.0,2.0,1,3,1,1.0,20605.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
28.0,3,9.0,3,2.0,3.0,2.0,0,1,0,2.0,25178.0,Self Enquiry,Small Business,Female,Deluxe,Unmarried,Manager
30.0,1,15.0,3,3.0,5.0,2.0,0,1,1,1.0,18072.0,Company Invited,Small Business,Male,Deluxe,Married,Manager
54.0,1,23.0,2,3.0,3.0,1.0,0,5,1,0.0,25739.0,Self Enquiry,Large Business,Female,Standard,Divorced,Senior Manager
26.0,3,10.0,4,4.0,5.0,3.0,1,4,0,3.0,22872.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
18.0,3,11.0,3,3.0,4.0,2.0,1,4,1,2.0,16878.0,Company Invited,Small Business,Male,Basic,Single,Executive
32.0,1,16.0,3,5.0,5.0,2.0,1,3,1,1.0,20999.0,Company Invited,Small Business,Male,Basic,Single,Executive
27.0,3,7.0,3,4.0,3.0,3.0,0,5,1,1.0,23974.0,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
40.0,1,26.0,3,4.0,3.0,2.0,0,5,1,1.0,22580.0,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
29.0,2,23.0,2,4.0,5.0,2.0,0,3,0,0.0,22988.0,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
28.0,1,10.0,4,5.0,3.0,3.0,1,2,0,3.0,21244.0,Company Invited,Small Business,Male,Basic,Married,Executive
31.0,1,29.0,3,4.0,3.0,6.0,1,1,0,1.0,20810.0,Self Enquiry,Salaried,Female,Basic,Married,Executive
32.0,3,13.0,4,2.0,3.0,6.0,0,5,1,2.0,24138.0,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
38.0,3,17.0,3,5.0,3.0,4.0,1,4,1,2.0,25372.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
32.0,1,14.0,3,5.0,3.0,3.0,0,2,1,2.0,27621.0,Company Invited,Salaried,Female,Standard,Divorced,Senior Manager
45.0,1,26.0,3,3.0,3.0,1.0,1,3,1,1.0,28496.0,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
26.0,3,12.0,3,5.0,3.0,3.0,1,3,1,1.0,24422.0,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
34.0,3,17.0,3,5.0,3.0,5.0,0,3,1,1.0,23360.0,Company Invited,Small Business,Male,Deluxe,Unmarried,Manager
46.0,1,21.0,2,3.0,4.0,6.0,0,3,1,1.0,34081.0,Self Enquiry,Salaried,Male,King,Married,VP
36.0,3,6.0,3,3.0,3.0,7.0,0,1,1,1.0,21815.0,Self Enquiry,Salaried,Female,Deluxe,Unmarried,Manager
37.0,1,31.0,2,4.0,3.0,1.0,0,3,0,1.0,20731.0,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
29.0,3,7.0,4,4.0,3.0,5.0,0,3,1,1.0,21587.0,Company Invited,Large Business,Male,Basic,Divorced,Executive
28.0,3,15.0,3,3.0,3.0,2.0,0,3,1,1.0,20253.0,Self Enquiry,Salaried,Male,Deluxe,Single,Manager
38.0,3,17.0,3,5.0,3.0,4.0,1,4,0,1.0,25372.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
28.0,2,29.0,3,5.0,4.0,3.0,0,1,1,1.0,21541.0,Company Invited,Salaried,Female,Basic,Married,Executive
42.0,2,16.0,2,3.0,5.0,1.0,0,3,0,1.0,31799.0,Self Enquiry,Salaried,Female,Super Deluxe,Divorced,AVP
36.0,3,9.0,2,3.0,4.0,4.0,1,4,0,1.0,24278.0,Self Enquiry,Small Business,Female,Deluxe,Unmarried,Manager
50.0,1,26.0,2,3.0,3.0,3.0,1,4,1,1.0,26245.0,Company Invited,Small Business,Male,Super Deluxe,Married,AVP
29.0,1,31.0,3,4.0,4.0,3.0,1,1,0,1.0,21086.0,Self Enquiry,Small Business,Male,Basic,Married,Executive
45.0,3,7.0,4,4.0,3.0,2.0,0,4,1,2.0,23446.0,Company Invited,Small Business,Female,Deluxe,Divorced,Manager
22.0,3,19.0,3,2.0,4.0,3.0,0,5,0,2.0,21394.0,Self Enquiry,Salaried,Female,Basic,Unmarried,Executive
28.0,1,11.0,4,4.0,3.0,3.0,0,2,1,2.0,20996.0,Self Enquiry,Salaried,Female,Basic,Single,Executive
35.0,1,13.0,3,5.0,4.0,8.0,0,3,1,1.0,23183.0,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
54.0,1,31.0,3,2.0,3.0,5.0,0,3,0,2.0,25683.0,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
33.0,1,10.0,2,3.0,4.0,6.0,0,1,0,0.0,18055.0,Company Invited,Large Business,Male,Deluxe,Married,Manager
